text,regex
7-6-N,[0-9][-][0-9][-][A-Z]
5-6-I,[0-9][-][0-9][-][A-Z]
1-5-N,[0-9][-][0-9][-][A-Z]
8-1-H,[0-9][-][0-9][-][A-Z]
1-1-P,[0-9][-][0-9][-][A-Z]
9-7-B,[0-9][-][0-9][-][A-Z]
5-8-H,[0-9][-][0-9][-][A-Z]
0-4-K,[0-9][-][0-9][-][A-Z]
5-5-J,[0-9][-][0-9][-][A-Z]
0-6-J,[0-9][-][0-9][-][A-Z]
0-3-K,[0-9][-][0-9][-][A-Z]
5-9-P,[0-9][-][0-9][-][A-Z]
2-5-L,[0-9][-][0-9][-][A-Z]
3-4-M,[0-9][-][0-9][-][A-Z]
7-4-T,[0-9][-][0-9][-][A-Z]
9-1-V,[0-9][-][0-9][-][A-Z]
3-9-O,[0-9][-][0-9][-][A-Z]
6-4-S,[0-9][-][0-9][-][A-Z]
1-2-I,[0-9][-][0-9][-][A-Z]
6-9-Z,[0-9][-][0-9][-][A-Z]
9-0-I,[0-9][-][0-9][-][A-Z]
6-3-A,[0-9][-][0-9][-][A-Z]
0-7-S,[0-9][-][0-9][-][A-Z]
6-4-J,[0-9][-][0-9][-][A-Z]
1-6-T,[0-9][-][0-9][-][A-Z]
8-4-L,[0-9][-][0-9][-][A-Z]
7-0-M,[0-9][-][0-9][-][A-Z]
4-3-E,[0-9][-][0-9][-][A-Z]
4-1-Z,[0-9][-][0-9][-][A-Z]
3-5-Z,[0-9][-][0-9][-][A-Z]
8-1-T,[0-9][-][0-9][-][A-Z]
4-2-U,[0-9][-][0-9][-][A-Z]
0-4-O,[0-9][-][0-9][-][A-Z]
4-9-D,[0-9][-][0-9][-][A-Z]
8-9-Z,[0-9][-][0-9][-][A-Z]
1-2-L,[0-9][-][0-9][-][A-Z]
0-9-S,[0-9][-][0-9][-][A-Z]
6-0-S,[0-9][-][0-9][-][A-Z]
1-1-V,[0-9][-][0-9][-][A-Z]
9-6-R,[0-9][-][0-9][-][A-Z]
6-3-K,[0-9][-][0-9][-][A-Z]
5-6-J,[0-9][-][0-9][-][A-Z]
5-0-N,[0-9][-][0-9][-][A-Z]
0-9-H,[0-9][-][0-9][-][A-Z]
2-8-Q,[0-9][-][0-9][-][A-Z]
0-3-W,[0-9][-][0-9][-][A-Z]
6-4-J,[0-9][-][0-9][-][A-Z]
0-7-A,[0-9][-][0-9][-][A-Z]
4-2-L,[0-9][-][0-9][-][A-Z]
5-4-V,[0-9][-][0-9][-][A-Z]
1-0-Z,[0-9][-][0-9][-][A-Z]
2-0-E,[0-9][-][0-9][-][A-Z]
3-4-S,[0-9][-][0-9][-][A-Z]
1-9-A,[0-9][-][0-9][-][A-Z]
5-3-M,[0-9][-][0-9][-][A-Z]
2-9-B,[0-9][-][0-9][-][A-Z]
8-2-Z,[0-9][-][0-9][-][A-Z]
6-0-R,[0-9][-][0-9][-][A-Z]
5-6-M,[0-9][-][0-9][-][A-Z]
5-2-T,[0-9][-][0-9][-][A-Z]
5-0-H,[0-9][-][0-9][-][A-Z]
8-3-A,[0-9][-][0-9][-][A-Z]
6-7-H,[0-9][-][0-9][-][A-Z]
2-7-Z,[0-9][-][0-9][-][A-Z]
9-5-R,[0-9][-][0-9][-][A-Z]
8-0-J,[0-9][-][0-9][-][A-Z]
5-6-T,[0-9][-][0-9][-][A-Z]
8-9-Y,[0-9][-][0-9][-][A-Z]
6-5-Z,[0-9][-][0-9][-][A-Z]
1-6-E,[0-9][-][0-9][-][A-Z]
2-0-Q,[0-9][-][0-9][-][A-Z]
9-8-Y,[0-9][-][0-9][-][A-Z]
7-5-W,[0-9][-][0-9][-][A-Z]
0-2-H,[0-9][-][0-9][-][A-Z]
4-9-K,[0-9][-][0-9][-][A-Z]
8-7-P,[0-9][-][0-9][-][A-Z]
2-3-E,[0-9][-][0-9][-][A-Z]
4-6-J,[0-9][-][0-9][-][A-Z]
9-8-R,[0-9][-][0-9][-][A-Z]
2-7-I,[0-9][-][0-9][-][A-Z]
7-1-C,[0-9][-][0-9][-][A-Z]
2-7-B,[0-9][-][0-9][-][A-Z]
1-4-L,[0-9][-][0-9][-][A-Z]
1-5-L,[0-9][-][0-9][-][A-Z]
7-6-V,[0-9][-][0-9][-][A-Z]
4-8-F,[0-9][-][0-9][-][A-Z]
2-5-B,[0-9][-][0-9][-][A-Z]
3-6-M,[0-9][-][0-9][-][A-Z]
8-7-X,[0-9][-][0-9][-][A-Z]
5-3-C,[0-9][-][0-9][-][A-Z]
9-5-P,[0-9][-][0-9][-][A-Z]
9-2-I,[0-9][-][0-9][-][A-Z]
1-0-J,[0-9][-][0-9][-][A-Z]
4-4-W,[0-9][-][0-9][-][A-Z]
2-5-P,[0-9][-][0-9][-][A-Z]
7-2-Z,[0-9][-][0-9][-][A-Z]
5-2-R,[0-9][-][0-9][-][A-Z]
9-0-Q,[0-9][-][0-9][-][A-Z]
0-1-U,[0-9][-][0-9][-][A-Z]
0-1-N,[0-9][-][0-9][-][A-Z]
7-5-K,[0-9][-][0-9][-][A-Z]
6-9-R,[0-9][-][0-9][-][A-Z]
1-9-Z,[0-9][-][0-9][-][A-Z]
7-2-H,[0-9][-][0-9][-][A-Z]
6-0-B,[0-9][-][0-9][-][A-Z]
1-1-E,[0-9][-][0-9][-][A-Z]
6-2-T,[0-9][-][0-9][-][A-Z]
8-6-U,[0-9][-][0-9][-][A-Z]
2-7-R,[0-9][-][0-9][-][A-Z]
0-2-V,[0-9][-][0-9][-][A-Z]
0-3-D,[0-9][-][0-9][-][A-Z]
9-6-H,[0-9][-][0-9][-][A-Z]
0-7-H,[0-9][-][0-9][-][A-Z]
4-9-P,[0-9][-][0-9][-][A-Z]
0-9-F,[0-9][-][0-9][-][A-Z]
8-9-L,[0-9][-][0-9][-][A-Z]
9-1-P,[0-9][-][0-9][-][A-Z]
7-5-M,[0-9][-][0-9][-][A-Z]
7-3-B,[0-9][-][0-9][-][A-Z]
8-6-M,[0-9][-][0-9][-][A-Z]
5-5-X,[0-9][-][0-9][-][A-Z]
9-2-W,[0-9][-][0-9][-][A-Z]
8-6-R,[0-9][-][0-9][-][A-Z]
3-6-C,[0-9][-][0-9][-][A-Z]
2-2-Z,[0-9][-][0-9][-][A-Z]
4-2-F,[0-9][-][0-9][-][A-Z]
7-2-E,[0-9][-][0-9][-][A-Z]
8-2-F,[0-9][-][0-9][-][A-Z]
7-8-R,[0-9][-][0-9][-][A-Z]
3-7-K,[0-9][-][0-9][-][A-Z]
7-3-M,[0-9][-][0-9][-][A-Z]
8-6-M,[0-9][-][0-9][-][A-Z]
2-8-T,[0-9][-][0-9][-][A-Z]
7-5-F,[0-9][-][0-9][-][A-Z]
5-4-O,[0-9][-][0-9][-][A-Z]
3-0-K,[0-9][-][0-9][-][A-Z]
4-9-N,[0-9][-][0-9][-][A-Z]
6-1-F,[0-9][-][0-9][-][A-Z]
7-8-S,[0-9][-][0-9][-][A-Z]
5-2-T,[0-9][-][0-9][-][A-Z]
4-9-Q,[0-9][-][0-9][-][A-Z]
2-5-P,[0-9][-][0-9][-][A-Z]
1-3-I,[0-9][-][0-9][-][A-Z]
2-0-G,[0-9][-][0-9][-][A-Z]
5-6-F,[0-9][-][0-9][-][A-Z]
2-3-N,[0-9][-][0-9][-][A-Z]
2-9-W,[0-9][-][0-9][-][A-Z]
3-6-M,[0-9][-][0-9][-][A-Z]
2-3-M,[0-9][-][0-9][-][A-Z]
4-5-D,[0-9][-][0-9][-][A-Z]
6-8-L,[0-9][-][0-9][-][A-Z]
2-3-P,[0-9][-][0-9][-][A-Z]
2-3-O,[0-9][-][0-9][-][A-Z]
5-7-F,[0-9][-][0-9][-][A-Z]
2-0-J,[0-9][-][0-9][-][A-Z]
5-2-Y,[0-9][-][0-9][-][A-Z]
3-1-Q,[0-9][-][0-9][-][A-Z]
9-1-X,[0-9][-][0-9][-][A-Z]
9-6-Q,[0-9][-][0-9][-][A-Z]
4-8-D,[0-9][-][0-9][-][A-Z]
4-7-C,[0-9][-][0-9][-][A-Z]
8-9-G,[0-9][-][0-9][-][A-Z]
1-2-G,[0-9][-][0-9][-][A-Z]
9-1-Z,[0-9][-][0-9][-][A-Z]
7-0-G,[0-9][-][0-9][-][A-Z]
3-9-A,[0-9][-][0-9][-][A-Z]
6-5-Q,[0-9][-][0-9][-][A-Z]
4-0-L,[0-9][-][0-9][-][A-Z]
3-7-D,[0-9][-][0-9][-][A-Z]
2-5-D,[0-9][-][0-9][-][A-Z]
6-6-V,[0-9][-][0-9][-][A-Z]
2-0-N,[0-9][-][0-9][-][A-Z]
3-0-I,[0-9][-][0-9][-][A-Z]
0-3-N,[0-9][-][0-9][-][A-Z]
0-2-U,[0-9][-][0-9][-][A-Z]
2-5-I,[0-9][-][0-9][-][A-Z]
6-6-Z,[0-9][-][0-9][-][A-Z]
1-3-T,[0-9][-][0-9][-][A-Z]
0-8-D,[0-9][-][0-9][-][A-Z]
8-7-D,[0-9][-][0-9][-][A-Z]
2-1-Z,[0-9][-][0-9][-][A-Z]
2-5-W,[0-9][-][0-9][-][A-Z]
4-7-W,[0-9][-][0-9][-][A-Z]
7-1-M,[0-9][-][0-9][-][A-Z]
8-2-Q,[0-9][-][0-9][-][A-Z]
3-5-B,[0-9][-][0-9][-][A-Z]
9-9-P,[0-9][-][0-9][-][A-Z]
4-9-W,[0-9][-][0-9][-][A-Z]
2-9-G,[0-9][-][0-9][-][A-Z]
6-7-O,[0-9][-][0-9][-][A-Z]
5-3-T,[0-9][-][0-9][-][A-Z]
9-2-C,[0-9][-][0-9][-][A-Z]
6-1-M,[0-9][-][0-9][-][A-Z]
6-1-V,[0-9][-][0-9][-][A-Z]
5-8-G,[0-9][-][0-9][-][A-Z]
6-8-Y,[0-9][-][0-9][-][A-Z]
8-6-X,[0-9][-][0-9][-][A-Z]
8-7-D,[0-9][-][0-9][-][A-Z]
8-5-D,[0-9][-][0-9][-][A-Z]
8-2-O,[0-9][-][0-9][-][A-Z]
6-2-K,[0-9][-][0-9][-][A-Z]
3-3-O,[0-9][-][0-9][-][A-Z]
4-2-L,[0-9][-][0-9][-][A-Z]
5-8-S,[0-9][-][0-9][-][A-Z]
4-0-U,[0-9][-][0-9][-][A-Z]
8-1-H,[0-9][-][0-9][-][A-Z]
1-5-G,[0-9][-][0-9][-][A-Z]
4-4-U,[0-9][-][0-9][-][A-Z]
7-8-S,[0-9][-][0-9][-][A-Z]
5-1-R,[0-9][-][0-9][-][A-Z]
3-6-W,[0-9][-][0-9][-][A-Z]
2-3-K,[0-9][-][0-9][-][A-Z]
0-0-H,[0-9][-][0-9][-][A-Z]
4-4-X,[0-9][-][0-9][-][A-Z]
4-0-X,[0-9][-][0-9][-][A-Z]
3-6-H,[0-9][-][0-9][-][A-Z]
8-9-K,[0-9][-][0-9][-][A-Z]
4-5-F,[0-9][-][0-9][-][A-Z]
5-5-Z,[0-9][-][0-9][-][A-Z]
0-7-Y,[0-9][-][0-9][-][A-Z]
3-0-U,[0-9][-][0-9][-][A-Z]
0-4-Y,[0-9][-][0-9][-][A-Z]
4-1-D,[0-9][-][0-9][-][A-Z]
0-5-A,[0-9][-][0-9][-][A-Z]
0-6-J,[0-9][-][0-9][-][A-Z]
1-9-Q,[0-9][-][0-9][-][A-Z]
3-3-O,[0-9][-][0-9][-][A-Z]
9-5-D,[0-9][-][0-9][-][A-Z]
3-8-B,[0-9][-][0-9][-][A-Z]
6-5-C,[0-9][-][0-9][-][A-Z]
0-4-K,[0-9][-][0-9][-][A-Z]
3-6-A,[0-9][-][0-9][-][A-Z]
4-8-T,[0-9][-][0-9][-][A-Z]
7-5-L,[0-9][-][0-9][-][A-Z]
4-4-Y,[0-9][-][0-9][-][A-Z]
9-8-V,[0-9][-][0-9][-][A-Z]
7-1-E,[0-9][-][0-9][-][A-Z]
2-8-A,[0-9][-][0-9][-][A-Z]
2-7-R,[0-9][-][0-9][-][A-Z]
6-3-T,[0-9][-][0-9][-][A-Z]
6-5-W,[0-9][-][0-9][-][A-Z]
6-1-Q,[0-9][-][0-9][-][A-Z]
4-4-E,[0-9][-][0-9][-][A-Z]
4-0-M,[0-9][-][0-9][-][A-Z]
4-2-L,[0-9][-][0-9][-][A-Z]
6-5-O,[0-9][-][0-9][-][A-Z]
3-4-S,[0-9][-][0-9][-][A-Z]
2-4-L,[0-9][-][0-9][-][A-Z]
2-1-J,[0-9][-][0-9][-][A-Z]
2-1-E,[0-9][-][0-9][-][A-Z]
5-5-W,[0-9][-][0-9][-][A-Z]
1-7-K,[0-9][-][0-9][-][A-Z]
3-0-J,[0-9][-][0-9][-][A-Z]
8-8-M,[0-9][-][0-9][-][A-Z]
3-5-E,[0-9][-][0-9][-][A-Z]
3-8-F,[0-9][-][0-9][-][A-Z]
4-0-J,[0-9][-][0-9][-][A-Z]
6-0-I,[0-9][-][0-9][-][A-Z]
3-9-P,[0-9][-][0-9][-][A-Z]
9-0-M,[0-9][-][0-9][-][A-Z]
4-9-D,[0-9][-][0-9][-][A-Z]
3-5-A,[0-9][-][0-9][-][A-Z]
3-9-Y,[0-9][-][0-9][-][A-Z]
6-1-A,[0-9][-][0-9][-][A-Z]
1-1-Q,[0-9][-][0-9][-][A-Z]
6-4-X,[0-9][-][0-9][-][A-Z]
7-3-V,[0-9][-][0-9][-][A-Z]
7-4-C,[0-9][-][0-9][-][A-Z]
4-7-Z,[0-9][-][0-9][-][A-Z]
5-0-B,[0-9][-][0-9][-][A-Z]
8-6-X,[0-9][-][0-9][-][A-Z]
0-6-L,[0-9][-][0-9][-][A-Z]
1-8-X,[0-9][-][0-9][-][A-Z]
6-4-I,[0-9][-][0-9][-][A-Z]
4-5-J,[0-9][-][0-9][-][A-Z]
4-1-D,[0-9][-][0-9][-][A-Z]
5-5-U,[0-9][-][0-9][-][A-Z]
5-4-K,[0-9][-][0-9][-][A-Z]
0-2-H,[0-9][-][0-9][-][A-Z]
0-6-Y,[0-9][-][0-9][-][A-Z]
2-7-S,[0-9][-][0-9][-][A-Z]
9-5-D,[0-9][-][0-9][-][A-Z]
5-5-W,[0-9][-][0-9][-][A-Z]
9-4-Z,[0-9][-][0-9][-][A-Z]
6-6-H,[0-9][-][0-9][-][A-Z]
8-4-V,[0-9][-][0-9][-][A-Z]
8-3-Z,[0-9][-][0-9][-][A-Z]
9-2-L,[0-9][-][0-9][-][A-Z]
1-3-K,[0-9][-][0-9][-][A-Z]
2-5-E,[0-9][-][0-9][-][A-Z]
2-6-Q,[0-9][-][0-9][-][A-Z]
0-0-S,[0-9][-][0-9][-][A-Z]
6-6-Y,[0-9][-][0-9][-][A-Z]
1-6-B,[0-9][-][0-9][-][A-Z]
3-7-L,[0-9][-][0-9][-][A-Z]
6-8-V,[0-9][-][0-9][-][A-Z]
9-7-C,[0-9][-][0-9][-][A-Z]
3-4-V,[0-9][-][0-9][-][A-Z]
5-9-O,[0-9][-][0-9][-][A-Z]
2-3-Y,[0-9][-][0-9][-][A-Z]
6-0-H,[0-9][-][0-9][-][A-Z]
6-8-H,[0-9][-][0-9][-][A-Z]
9-7-L,[0-9][-][0-9][-][A-Z]
3-3-L,[0-9][-][0-9][-][A-Z]
2-1-S,[0-9][-][0-9][-][A-Z]
1-1-W,[0-9][-][0-9][-][A-Z]
4-3-R,[0-9][-][0-9][-][A-Z]
3-6-C,[0-9][-][0-9][-][A-Z]
9-2-D,[0-9][-][0-9][-][A-Z]
4-9-U,[0-9][-][0-9][-][A-Z]
3-9-H,[0-9][-][0-9][-][A-Z]
9-3-X,[0-9][-][0-9][-][A-Z]
2-4-M,[0-9][-][0-9][-][A-Z]
3-1-E,[0-9][-][0-9][-][A-Z]
2-5-P,[0-9][-][0-9][-][A-Z]
5-7-C,[0-9][-][0-9][-][A-Z]
2-2-G,[0-9][-][0-9][-][A-Z]
2-4-L,[0-9][-][0-9][-][A-Z]
1-0-K,[0-9][-][0-9][-][A-Z]
3-4-L,[0-9][-][0-9][-][A-Z]
9-5-A,[0-9][-][0-9][-][A-Z]
3-9-E,[0-9][-][0-9][-][A-Z]
0-4-D,[0-9][-][0-9][-][A-Z]
1-9-J,[0-9][-][0-9][-][A-Z]
8-0-Z,[0-9][-][0-9][-][A-Z]
6-9-H,[0-9][-][0-9][-][A-Z]
9-1-Z,[0-9][-][0-9][-][A-Z]
2-2-J,[0-9][-][0-9][-][A-Z]
0-3-P,[0-9][-][0-9][-][A-Z]
3-0-L,[0-9][-][0-9][-][A-Z]
3-2-X,[0-9][-][0-9][-][A-Z]
3-5-V,[0-9][-][0-9][-][A-Z]
9-6-A,[0-9][-][0-9][-][A-Z]
2-9-U,[0-9][-][0-9][-][A-Z]
1-8-K,[0-9][-][0-9][-][A-Z]
5-6-O,[0-9][-][0-9][-][A-Z]
6-6-W,[0-9][-][0-9][-][A-Z]
1-6-M,[0-9][-][0-9][-][A-Z]
4-5-V,[0-9][-][0-9][-][A-Z]
5-6-Q,[0-9][-][0-9][-][A-Z]
8-7-Y,[0-9][-][0-9][-][A-Z]
0-0-F,[0-9][-][0-9][-][A-Z]
4-5-E,[0-9][-][0-9][-][A-Z]
8-6-S,[0-9][-][0-9][-][A-Z]
3-3-S,[0-9][-][0-9][-][A-Z]
5-5-O,[0-9][-][0-9][-][A-Z]
5-0-V,[0-9][-][0-9][-][A-Z]
5-8-D,[0-9][-][0-9][-][A-Z]
5-5-M,[0-9][-][0-9][-][A-Z]
4-4-V,[0-9][-][0-9][-][A-Z]
1-7-G,[0-9][-][0-9][-][A-Z]
8-8-N,[0-9][-][0-9][-][A-Z]
7-1-V,[0-9][-][0-9][-][A-Z]
8-7-F,[0-9][-][0-9][-][A-Z]
3-3-W,[0-9][-][0-9][-][A-Z]
4-9-V,[0-9][-][0-9][-][A-Z]
7-8-Z,[0-9][-][0-9][-][A-Z]
5-4-H,[0-9][-][0-9][-][A-Z]
6-9-C,[0-9][-][0-9][-][A-Z]
2-2-U,[0-9][-][0-9][-][A-Z]
0-2-K,[0-9][-][0-9][-][A-Z]
8-7-I,[0-9][-][0-9][-][A-Z]
3-5-V,[0-9][-][0-9][-][A-Z]
2-8-O,[0-9][-][0-9][-][A-Z]
3-4-H,[0-9][-][0-9][-][A-Z]
8-9-E,[0-9][-][0-9][-][A-Z]
5-8-H,[0-9][-][0-9][-][A-Z]
5-8-N,[0-9][-][0-9][-][A-Z]
3-9-J,[0-9][-][0-9][-][A-Z]
8-9-X,[0-9][-][0-9][-][A-Z]
3-9-D,[0-9][-][0-9][-][A-Z]
5-1-A,[0-9][-][0-9][-][A-Z]
4-4-S,[0-9][-][0-9][-][A-Z]
7-0-J,[0-9][-][0-9][-][A-Z]
2-8-K,[0-9][-][0-9][-][A-Z]
5-0-E,[0-9][-][0-9][-][A-Z]
0-4-U,[0-9][-][0-9][-][A-Z]
0-8-J,[0-9][-][0-9][-][A-Z]
4-4-Z,[0-9][-][0-9][-][A-Z]
8-7-Z,[0-9][-][0-9][-][A-Z]
7-9-J,[0-9][-][0-9][-][A-Z]
7-3-P,[0-9][-][0-9][-][A-Z]
8-1-R,[0-9][-][0-9][-][A-Z]
3-5-R,[0-9][-][0-9][-][A-Z]
9-3-D,[0-9][-][0-9][-][A-Z]
6-0-R,[0-9][-][0-9][-][A-Z]
9-8-A,[0-9][-][0-9][-][A-Z]
8-6-A,[0-9][-][0-9][-][A-Z]
2-1-A,[0-9][-][0-9][-][A-Z]
1-9-S,[0-9][-][0-9][-][A-Z]
4-7-Z,[0-9][-][0-9][-][A-Z]
6-7-S,[0-9][-][0-9][-][A-Z]
8-1-E,[0-9][-][0-9][-][A-Z]
8-3-R,[0-9][-][0-9][-][A-Z]
7-3-Y,[0-9][-][0-9][-][A-Z]
7-7-Z,[0-9][-][0-9][-][A-Z]
9-0-E,[0-9][-][0-9][-][A-Z]
3-4-D,[0-9][-][0-9][-][A-Z]
2-4-P,[0-9][-][0-9][-][A-Z]
0-4-S,[0-9][-][0-9][-][A-Z]
4-6-R,[0-9][-][0-9][-][A-Z]
6-1-U,[0-9][-][0-9][-][A-Z]
0-0-Q,[0-9][-][0-9][-][A-Z]
3-5-U,[0-9][-][0-9][-][A-Z]
0-0-Z,[0-9][-][0-9][-][A-Z]
8-9-S,[0-9][-][0-9][-][A-Z]
3-0-M,[0-9][-][0-9][-][A-Z]
1-2-U,[0-9][-][0-9][-][A-Z]
3-6-P,[0-9][-][0-9][-][A-Z]
2-0-M,[0-9][-][0-9][-][A-Z]
2-7-R,[0-9][-][0-9][-][A-Z]
2-9-U,[0-9][-][0-9][-][A-Z]
0-3-Z,[0-9][-][0-9][-][A-Z]
1-0-G,[0-9][-][0-9][-][A-Z]
2-7-B,[0-9][-][0-9][-][A-Z]
5-4-Z,[0-9][-][0-9][-][A-Z]
6-6-U,[0-9][-][0-9][-][A-Z]
6-2-H,[0-9][-][0-9][-][A-Z]
5-6-W,[0-9][-][0-9][-][A-Z]
8-6-W,[0-9][-][0-9][-][A-Z]
1-6-K,[0-9][-][0-9][-][A-Z]
6-3-F,[0-9][-][0-9][-][A-Z]
3-6-W,[0-9][-][0-9][-][A-Z]
8-7-L,[0-9][-][0-9][-][A-Z]
6-1-L,[0-9][-][0-9][-][A-Z]
2-2-U,[0-9][-][0-9][-][A-Z]
1-0-G,[0-9][-][0-9][-][A-Z]
1-8-N,[0-9][-][0-9][-][A-Z]
0-9-Y,[0-9][-][0-9][-][A-Z]
9-3-T,[0-9][-][0-9][-][A-Z]
0-4-K,[0-9][-][0-9][-][A-Z]
9-7-O,[0-9][-][0-9][-][A-Z]
9-2-U,[0-9][-][0-9][-][A-Z]
9-6-N,[0-9][-][0-9][-][A-Z]
4-7-O,[0-9][-][0-9][-][A-Z]
1-8-V,[0-9][-][0-9][-][A-Z]
5-8-U,[0-9][-][0-9][-][A-Z]
0-5-H,[0-9][-][0-9][-][A-Z]
5-3-B,[0-9][-][0-9][-][A-Z]
7-7-Q,[0-9][-][0-9][-][A-Z]
8-2-H,[0-9][-][0-9][-][A-Z]
9-7-Q,[0-9][-][0-9][-][A-Z]
7-9-E,[0-9][-][0-9][-][A-Z]
5-3-L,[0-9][-][0-9][-][A-Z]
7-5-V,[0-9][-][0-9][-][A-Z]
9-2-M,[0-9][-][0-9][-][A-Z]
D060--QJK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O743--QBF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N695--QBM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W207--CQL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E222--XEA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Q319--JHV,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K275--QXT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
O452--LES,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P292--IYI,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H945--XXK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V590--QAA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X369--FNN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R722--FWH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L669--DYH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P996--WRO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K541--EQF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S621--DEA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X821--UVQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A027--NXB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J500--OAJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G089--YDM,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L079--DAO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
V974--NIC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
I853--ADR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
X779--RRR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A932--IXT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B908--HIF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A563--KVQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
P639--WTK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G060--OBS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J099--XXK,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
S731--SBW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H307--WYT,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
W878--FPA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H452--XQS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N723--TQA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Z336--SEQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
T092--ZQL,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N791--GMX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
L952--OUA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
N223--ZOZ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A955--IEF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
F450--QFR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K424--ESS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B480--NGN,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y123--ISA,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A961--ZTB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
B384--AEQ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D117--HAB,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
Y816--RKX,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A009--VZW,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
D701--CWR,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J729--AHO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
U431--DEC,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
R847--GCJ,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
E113--HSG,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
H347--VCH,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
J971--RNF,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
K069--YON,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
G057--ZNO,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
A568--GNS,[A-Z][0-9][0-9][0-9][-][-][A-Z][A-Z][A-Z]
